run_number,batch,seed,dataset,n_classes,n_features,n_train,n_test,rf_accuracy,rf_precision,rf_recall,rf_f1,gnn_accuracy,gnn_precision,gnn_recall,gnn_f1,fulp_accuracy,fulp_precision,fulp_recall,fulp_f1,avg_confidence,avg_contradiction,avg_symposium_size,avg_contradiction_passes,avg_exploration_rate,avg_role_diversity,role_entropy,dirichlet_concentration,belief_divergence,acc_vs_rf,acc_vs_gnn,f1_vs_rf,f1_vs_gnn
11,2,53,NWU,3,3,1500,500,1.0,1.0,1.0,1.0,0.734,0.7520834356057685,0.723042334554978,0.7122394310400121,0.864,0.876097688875847,0.8624236038634948,0.864928828064721,0.5297981989341505,0.1817776899233764,4.704,2.044,0.05448737434338586,0.11111111111111113,,,,-0.136,0.13,-0.13507117193527896,0.15268939702470896
12,2,54,NWU,3,3,1500,500,1.0,1.0,1.0,1.0,0.8,0.8132198417357346,0.8001172978717889,0.8001504927347396,0.972,0.9720548862115127,0.9720185170783973,0.9719959480438524,0.6889292467218214,0.22726778319022267,2.992,1.532,0.0554369577073727,0.11111111111111113,,,,-0.028000000000000025,0.17199999999999993,-0.028004051956147635,0.17184545530911277
13,2,55,NWU,3,3,1500,500,1.0,1.0,1.0,1.0,0.796,0.8311366547562867,0.7839657495092388,0.7729846961577155,0.988,0.9890710382513661,0.9876017196376479,0.9881870504534982,0.71662679106429,0.2465879977138947,3.144,1.546,0.05491321171918186,0.11111111111111115,,,,-0.01200000000000001,0.19199999999999995,-0.011812949546501805,0.21520235429578272
14,2,56,NWU,3,3,1500,500,1.0,1.0,1.0,1.0,0.782,0.8080122570597222,0.7802543867418752,0.7665744803104002,0.43,0.42187524935301846,0.42929163309144774,0.42117468261174573,0.45902422863284553,0.16400805930853057,4.776,1.956,0.05427746390458255,0.11111111111111113,,,,-0.5700000000000001,-0.35200000000000004,-0.5788253173882543,-0.3453997976986545
15,2,57,NWU,3,3,1500,500,1.0,1.0,1.0,1.0,0.836,0.8610864743192206,0.8375030467408947,0.8321613363664748,0.718,0.7199500928782697,0.7183393202152052,0.7179765084401847,0.4809885855570822,0.16567194333230806,4.704,2.076,0.05481524144735088,0.11111111111111113,,,,-0.28200000000000003,-0.118,-0.2820234915598153,-0.11418482792629014
16,2,58,NWU,3,3,1500,500,1.0,1.0,1.0,1.0,0.82,0.8414372318947372,0.8141504329004329,0.8100738059582931,0.984,0.9845728553593722,0.983575036075036,0.9839041329270665,0.6550335554362386,0.2681303031788097,4.864,1.966,0.05494982491117758,0.11111111111111115,,,,-0.016000000000000014,0.16400000000000003,-0.016095867072933534,0.17383032696877332
17,2,59,NWU,3,3,1500,500,1.0,1.0,1.0,1.0,0.808,0.8324678475251015,0.801233108534768,0.7978806247916056,0.71,0.724057011172965,0.706040911173896,0.7026563860509055,0.4991174152387142,0.18869830511466007,4.8,2.02,0.054887589343729684,0.11111111111111115,,,,-0.29000000000000004,-0.09800000000000009,-0.2973436139490945,-0.09522423874070007
18,2,60,NWU,3,3,1500,500,1.0,1.0,1.0,1.0,0.818,0.8463739836890324,0.816535543631352,0.8085609792506343,0.98,0.9801812668178016,0.9799422799422799,0.9799384459248178,0.6920705615341176,0.23003573838555288,2.976,1.508,0.05402439146298796,0.11111111111111113,,,,-0.020000000000000018,0.16200000000000003,-0.020061554075182175,0.17137746667418352
19,2,61,NWU,3,3,1500,500,1.0,1.0,1.0,1.0,0.82,0.8431100770869544,0.8222040668119099,0.8176613325112568,0.904,0.9039422527837727,0.9046875540339592,0.9040997591775911,0.5318309358227978,0.2041273883837892,4.832,2.028,0.05502760380422176,0.11111111111111113,,,,-0.09599999999999997,0.08400000000000007,-0.09590024082240889,0.08643842666633428
20,2,62,NWU,3,3,1500,500,1.0,1.0,1.0,1.0,0.818,0.833856285735985,0.8197359161143609,0.8172304352215667,0.988,0.9879812691734786,0.9878632486020381,0.9878981222118477,0.7282125799419211,0.24543680664655984,2.84,1.482,0.054024691358024686,0.11111111111111113,,,,-0.01200000000000001,0.17000000000000004,-0.012101877788152304,0.170667686990281
